,분류,공연/행사명,날짜/시간,장소,이용대상,이용요금,홈페이지?주소,대표이미지,유무료
1105,클래식,[세종문화회관] 로맨틱 발렌타인데이 아코르 앙상블 제14회 정기연주회,2025-02-14~2025-02-14,세종체임버홀,7세 이상 (2018년 이전 출생자),"전석 30,000원",https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35914&menuNo=200320,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d2b7b14a72164509877131fd4dda4c2b&thumb=Y,유료
1106,전시/미술,[노들섬] 2025년 노들갤러리 기획전시 [유리그릇(Over Vivarium)],2025-02-13~2025-02-23,노들섬 노들갤러리 2관,누구나,,https://nodeul.org/program/%ec%9c%a0%eb%a6%ac%ea%b7%b8%eb%a6%87over-vivarium/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=21a3278a0ab143b9a63a5e54836718e8&thumb=Y,무료
1107,전시/미술,[노들섬] Braided 양진희 개인전,2025-02-13~2025-02-23,노들섬 노들갤러리 1관,누구나,,https://nodeul.org/program/braided/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ca7241192ad44ba3b0bb1e8895f8f7ab&thumb=Y,무료
1108,교육/체험,2025 국립극장 어린이 예술학교 겨울방학,2025-02-13~2025-02-22,국립극장 뜰아래연습장 B2 공용리허설룸,어린이,"60,000원",https://m.ntok.go.kr/Academy/Lecture/Index,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2c4d6ec2d9ce4dfeb26f9426efebeeed&thumb=Y,유료
1109,교육/체험,[서울시립미술관] 김성환 개인전 연계 시각장애인&비장애인 교육 프로그램 [시선 너머의 이야기],2025-02-13~2025-02-20,서울시립미술관 서소문본관 2층 전시실,"전시 관람을 희망하는 시각장애인, 비시각장애인 / 회당 10명",,https://sema.seoul.go.kr/kr/whatson/education/detail?acadmyEeNo=1367825,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6ee9a01e4a774c3886535c1b0571fa69&thumb=Y,무료
1110,클래식,이현웅 바이올린 독주회,2025-02-13~2025-02-13,예술의전당 IBK기업은행챔버홀,누구나,"일반석 30,000원",https://blog.naver.com/clara32/223727711967,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=111e5d7f4d2d4592be41d2d8b6e7c859&thumb=Y,유료
1111,클래식,[세종문화회관] 소프라노 송다윤 독창회,2025-02-13~2025-02-13,세종체임버홀,7세 이상 (2018년 이전 출생자),"전석 30,000원 (학생 50% 할인)",https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35912&menuNo=200320,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ca908989097e41f39484af2c154465ed&thumb=Y,유료
1112,클래식,[서초문화재단] 서리풀 신년음악회 광복 80주년 [빛의 울림],2025-02-13~2025-02-13,심산기념문화센터 반포심산아트홀,초등학생 이상,R석 2만원 S석 1만5천원,https://www.seochocf.or.kr/site/main/seocho/show/view?show_idx=796,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=813eedd2eac543e5a8169c890e40de97&thumb=Y,유료
1113,교육/체험,[구립증산정보도서관] 정월대보름 X 발렌타인 데이 [달콤 고소 눈사람 초코 쿠키 꾸미기],2025-02-13~2025-02-13,구립증산정보도서관 지하문화강좌실,예비 초등 1~3학년 어린이 10명,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=2163&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4ea4170bd5634b3ca3363c925bf74f72&thumb=Y,무료
1114,클래식,[마포문화재단] 웰컴 투 바로크 #2. 화려한 콘체르토,2025-02-13~2025-02-13,마포아트센터 플레이맥,8세이상 관람가능(미취학아동입장불가),"전석 10,000원",https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2444&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f68ed2c7d5d74ed790a7e1675323c810&thumb=Y,유료
1115,교육/체험,[아름꿈도서관] 저의 꿈이 뭐냐고 물으신다면,2025-02-12~2025-03-19,아름꿈도서관 2층 프로그램실,초등4~6학년,,https://www.jfac.or.kr/site/main/program/educ_all_list_view?pgIdx=2353,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5432c9615e8c466d9f84fc49a9f1b241&thumb=Y,무료
1116,전시/미술,서희선 [연결된 집 Connected-home],2025-02-12~2025-03-01,"노화랑 1,2층 전시실",누구나,,https://rhogallery.com/ko/suh-hee-sun/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4d0f1ab803f94219b44bcb35fe865865&thumb=Y,무료
1117,전시/미술,[세종뮤지엄갤러리] 황치석 기획초대전,2025-02-12~2025-02-23,세종대학교 대양AI센터 지하2층 세종뮤지엄갤러리,전체,,https://blog.naver.com/sejonggallery/223759471288,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b49b63a10e7343ecb833418f2d8d57db&thumb=Y,무료
1118,축제-전통/역사,[도봉문화원] 2025. 을사년 정월대보름 [소원편지쓰기와 민속놀이 한마당],2025-02-12~2025-02-12,창동역사문화공원 및 도봉갤러리 / 노해랑길,누구나,,https://www.dobong.or.kr/main/main.php?categoryid=06&menuid=01&groupid=00,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=939714693b2d41de8012406c79154842&thumb=Y,무료
1119,축제-문화/예술,[남산골한옥마을] 2025 남산골 정월 대보름 [청사진],2025-02-12~2025-02-12,남산골한옥마을 천우각 광장,누구나,,https://www.hanokmaeul.or.kr/ko/h/events/2025-%EB%82%A8%EC%82%B0%EA%B3%A8-%EC%A0%95%EC%9B%94-%EB%8C%80%EB%B3%B4%EB%A6%84-%EC%B2%AD%EC%82%AC%EC%A7%84,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=54644c6ed31340f4860f5d042fd79966&thumb=Y,무료
1120,교육/체험,[마포구립서강도서관] 개관 17주년 기념 도서관초대석 [아주 희미한 빛으로도],2025-02-12~2025-02-12,3층 세미나실,일반 30명,,https://mplib.mapo.go.kr/sglib/MENU1199/PGM3028/eventDetail.do?currentPageNo=1&eventSn=9871,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=866e159a6e8e424f92300372cc288274&thumb=Y,무료
1121,교육/체험,[마포구립서강도서관] 개관 17주년 기념 어린이공연 [문어의 여행],2025-02-12~2025-02-12,4층 어린이자료실,초등1-3학년(2024년 기준),,https://mplib.mapo.go.kr/sglib/MENU1199/PGM3028/eventDetail.do?currentPageNo=1&eventSn=9908,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1900ab4cd71b4b2381a70003f37c54aa&thumb=Y,무료
1122,클래식,제6회 누클레오 앙상블 정기연주회 ,2025-02-12~2025-02-12,예술의전당 인춘아트홀 ,미취학 아동 입장 불가 ,"전석 20,000원",https://blog.naver.com/tin6368,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f5815a50798f49d9a6ca368ad3fd62ad&thumb=Y,유료
1123,클래식,서울대학교 음악대학 제14회 관악동문 정기연주회,2025-02-12~2025-02-12,예술의전당 콘서트홀,초등학생 이상 입장 가능,"R석 10만원, S석 7만원, A석 5만원 (학생할인 50%)",https://blog.naver.com/clara32/223724265650,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=90d0818168fe4675ad818bc07fa66c88&thumb=Y,유료
1124,교육/체험,정월 세시풍속 현대적으로 재해석하기,2025-02-12~2025-02-12,서울연극센터 2층 세미나실 1 ,누구나,,https://cafe.naver.com/valpoom073/19474?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6InZhbHBvb20wNzMiLCJhcnRpY2xlSWQiOjE5NDc0LCJpc3N1ZWRBdCI6MTczODg4ODAyNDMyM30.Y8OL94O2vglxshwEq08neHcxtPf1fFPaP657_iuhp9s,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4c8a5065d04543f39bbc57d2b34fa851&thumb=Y,무료
1125,클래식,피아노매니아 제2회 정기연주회 [Be My Valentine],2025-02-12~2025-02-12,세종문화회관 체임버홀,초등학생 이상,"전석 30,000원",https://blog.naver.com/clara32/223731654813,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=903ddd8c90074ada85d462beff4ae138&thumb=Y,유료
1126,교육/체험,[서울생활문화센터 서교] 2025 실전! 라이브사운드 엔지니어링 과정 사운드어택,2025-02-11~2025-03-04,서울생활문화센터 서교 공연장(서교스퀘어),일반 시민 누구나,,https://seogyocenter.or.kr/programall/?idx=503,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=54e87a1df4e04a51ae4abcbefc298b12&thumb=Y,무료
1127,전시/미술,[성동문화재단] 사담사담 : 흐릿한 순간의 초점,2025-02-11~2025-02-13,갤러리 허브,누구나,,https://www.sdfac.or.kr/kor/sdfac/performance/plan_view.do?p_idx=1232&page=1&p_kind=&s_idx=&s_keyword=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6b501b340cc24fda8527be3295570bfc&thumb=Y,무료
1128,클래식,피아니스트 최동욱 반주 리사이틀,2025-02-11~2025-02-11,세종체임버홀,8세 이상 관람 가능 (2017년 이전 출생자),"전석 20,000원",https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35947&menuNo=200320,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9f68f24f7f9444f393e3aa19007dd1df&thumb=Y,유료
1129,교육/체험,[구립증산정보도서관] 2025 예비학부모특강 [우리 아이가 처음 학교에 갑니다],2025-02-11~2025-02-11,지하문화강좌실,초등 예비 학부모 20명,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=2162&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=68ca6c6bafaa48a19055e3d700f98a56&thumb=Y,무료
1130,교육/체험,[구립증산정보도서관] 2월 패시브 프로그램 [양말목으로 만드는 행운의 네잎클로버],2025-02-10~2025-02-20,3층 어린이열람실,어린이 이용자 누구나 ,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=2165&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=001e5af91c0743569fc4dddca97cedf3&thumb=Y,무료
1131,교육/체험,[허준박물관] 2025 주말체험,2025-02-09~2025-07-09,허준박물관 체험교육실,어린이,프로그램 별 상이,https://culture.gangseo.seoul.kr/gsfc/education/view.do?eduSn=105&menuNo=800042,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4707a5b08ef943cab81dedc265d81029&thumb=Y,유료
1132,교육/체험,[서울시립과학관] 토요일 오후 가족과 함께하는 바이오랩(2월),2025-02-08~2025-02-22,서울시립과학관 1교육실,초4 이상 가족,"인당 10,000원",https://science.seoul.go.kr/program/science/read?menuId=14&progMstId=1019,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8b0f66cf1b0a40479ee57919aaa86334&thumb=Y,유료
1133,교육/체험,[제기동감초마을현진건기념도서관] 2025년 2월 개관행사,2025-02-08~2025-02-22,제기동감초마을현진건기념도서관,프로그램 별 상이,,http://ddmac.or.kr/sub02/sub04.php?type=view&uid=7232,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=006eb921c14d4ef7abf0f77c26a9a34e&thumb=Y,무료
1134,연극,[강북문화재단] 즐거운 졸업선물 그림자 인형극 [이야기쏙! 이야기야],2025-02-08~2025-02-08,강북문화예술회관 강북진달래홀,누구나,,https://www.gbcf.or.kr/load.asp?subPage=110.View&page=1&idx=291,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c6175bcba9504ed3bf5e9791e2b9e0cf&thumb=Y,무료
1135,클래식,[강북문화재단] 2025 강북구립 청소년 오케스트라 신년음악회,2025-02-08~2025-02-08,강북문화예술회관 강북소나무홀,전체관람가,,https://www.gbcf.or.kr/load.asp?subPage=110.View&page=1&idx=300,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0a909200dcb442c7b0fcf18ec4726812&thumb=Y,무료
1136,클래식,"2025 마포문화재단 창작가곡제 [詩, 노래를 짓다]",2025-02-08~2025-02-08,마포아트센터 플레이맥,8세이상 관람가능(미취학아동입장불가),"전석 20,000원",https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2453&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8c0dc74523de4d8182d0f53fbde6f889&thumb=Y,유료
1137,클래식,제2회 앙상블 가우디움 정기연주회,2025-02-08~2025-02-08,세종체임버홀,7세 이상 관람 가능 (2018년 이전 출생자),"전석 30,000원",https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35909&menuNo=200320,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b29410019a8b4f13bf5cf7917a32af64&thumb=Y,유료
1138,교육/체험,"문예북흥 No.10 김이정 - [유령의 시간]을 쓰기 위해 소설가가 된 김이정, [유령의 시간]으로 인간의 시간을 묻다.",2025-02-08~2025-02-08,이호철북콘서트홀,누구나,"5,000원(선물과 간식 제공)",https://www.lbchmuseum.com/blank/mun-yebugheung-no-10-soseolga-gim-ijeong,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=69efa34baa1c41488ab3d85127a652fd&thumb=Y,유료
1139,교육/체험,[김근태기념도서관] 민주주의 ? 인권 기획전 《예술로 기억하다》 전시연계워크숍 - 작가와의 대화,2025-02-08~2025-02-08,"김근태기념도서관 2층 공간, 마루",누구나,,https://www.geuntae.co.kr/Program_Edu/view/521,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c443ceafead84b02bea0be3a118ac2da&thumb=Y,무료
1140,클래식,[영등포문화재단] 2025 영등포아트홀 신년음악회 [영화를 빛낸 클래식],2025-02-08~2025-02-08,영등포아트홀,초등학생(2018년생) 이상,"전석 20,000원",https://www.ydpcf.or.kr/artexhibit/view.do?id=456,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a548f5207c77477eb55277c266a4c48b&thumb=Y,유료
1141,교육/체험,[강동문화재단] 계간 생활문화 [우리나라 전통 그림 민화 배우기],2025-02-07~2025-04-25,강동아트센터 모두랑 대연습실#2,성인,"230,000원(베스티클럽 15%, 강동구민 10% 할인)",https://www.gdfac.or.kr/academy/course/4427?q=null,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d9bd883c8f714d2ea3abc4156e5940be&thumb=Y,유료
1142,전시/미술,"[한솥아트스페이스] 안녕, 안녕 (安寧)",2025-02-07~2025-03-15,한솥아트스페이스(서울시 강남구 압구정로 459 B1F),전 연령,무료,https://blog.naver.com/hansot_artspace/223735977623,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cc4863f2678d4da29dbd49091c90b6d9&thumb=Y,무료
1143,뮤지컬/오페라,[강동문화재단] 뮤지컬 [이상한 과자가게 전천당 4] - 정체불명의 손님,2025-02-07~2025-03-03,강동아트센터 대극장 한강,24개월 이상,"R석 77,000원 / S석 66,000원",https://www.gdfac.or.kr/product/ko/performance/258182,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=21f99580b94f4710890dd19032171d73&thumb=Y,유료
1144,전시/미술,"이아영 개인전 [아아,아아,페퍼민트]",2025-02-07~2025-02-21,앤스갤러리카페,누구나,,http://www.artnet.kr/p/solo-exhibitions/919,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d2ac6338b2894eccb3048f3c86689961&thumb=Y,무료
1145,교육/체험,[청계천박물관] 2월 유아가족교육 [궁금이의 그림책 박물관],2025-02-07~2025-02-14,청계천박물관 지하1층 교육실,6~8세 어린이와 동반가족,,https://museum.seoul.go.kr/cgcm/board/NR_boardList.do?bbsCd=1064,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0140ce20a2c0400abbd50820b740360e&thumb=Y,무료
1146,무용, 2024 창작산실 올해의신작 무용 - 류장현과친구들 [GRAVITY],2025-02-07~2025-02-09,아르코예술극장 대극장 ,중학생이상 (만13세),"R석 60,000원 / S석 40,000원",https://theater.arko.or.kr/product/performance/259210#,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=98ba63c7a7eb4471898ff54e6d354276&thumb=Y,유료
1147,연극,[서울문화재단] 2025년 서울연극창작센터 시범공연 [말린고추와 복숭아향 립스틱],2025-02-07~2025-02-08,서울연극창작센터 서울씨어터 제로,14세 이상(2012년 포함 이전 출생자),,https://www.sfac.or.kr/opensquare/notice/notice_list.do?cbIdx=955&bcIdx=136157&type=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e118b7f5fff04ba5a5cf5ed7da29bd29&thumb=Y,무료
1148,독주/독창회,임예라 귀국 비올라 독주회,2025-02-07~2025-02-07,금호아트홀 연세,초등학생 이,"전석 20,000원",https://blog.naver.com/clara32/223731275479,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2ea6ef6ae566415a80a8459ba5962f25&thumb=Y,유료
1149,독주/독창회,김은찬 피아노 독주회,2025-02-07~2025-02-07,세종체임버홀,7세 이상 관람 가능 (2018년 이전 출생자),"전석 40,000원",https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35956&menuNo=200320,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6ccec6edd50a4f279b005567571439a0&thumb=Y,유료
1150,클래식,[노원문화재단] 노원구민과 함께하는 2025 신년음악회,2025-02-07~2025-02-07,노원문화예술회관 대공연장,8세 이상,"R(1층)석 5만원, A(2층)석 3만원",https://www.nowonarts.kr/html/pe/performancedetail.php?param_url=https%3A%2F%2Fwww.nowonarts.kr%2Fhtml%2Fpe%2Fperformanceinfo.php%3F%26cate%3D%26skin%3D%26search_state%3D1%26search_syear%3D%26search_smonth%3D%26search_eyear%3D%26search_emonth%3D%26search_order%3D%26search_startPage%3D&idx=419,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=57bc6e3bf1ce4bffbb2116294044fd72&thumb=Y,유료
1151,교육/체험,[서울공예박물관] 특별전 《공예로 짓는 집》 큐레이터와 함께하는 전시해설 | 2월,2025-02-07~2025-02-07,서울공예박물관 전시1동 3층 기획전시실,모든 시민,,https://craftmuseum.seoul.go.kr/progrm/view/310,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=927e91201dae4ab7aebaaf824f6e7bef&thumb=Y,무료
1152,전시/미술,[서울대학교미술관] 무기세 武器世,2025-02-06~2025-05-04,서울대학교미술관 전관,전체,,http://www.snumoa.org/exhibitions_view.php?exh_id=186,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=eb71513466104a20bfecbce636c2ab9b&thumb=Y,무료
1153,교육/체험,[마포구립서강도서관] 2025년 개관 17주년 기념 집중인문학 [타인의 기쁨과 슬픔],2025-02-06~2025-02-27,3층 세미나실,누구나,,https://mplib.mapo.go.kr/sglib/MENU1199/PGM3028/eventDetail.do?currentPageNo=1&eventSn=9870,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=24eb8b810e2d4e2bae0bdd88bc27947a&thumb=Y,무료
